Claim_ID,Policy_ID,Policy_Holder,Claim_Date,Claim_Type,Policy_Type,Claim_Amount,Reimbursed_Amount,Premium_Amount,Coverage_Amount,Location,Region,Rainfall_mm,Weather_Condition,Incident_Description,Claim_Channel,Customer_Age,Customer_Gender,Settlement_Status,Processing_Days,Fraud_Flag,Claim_Loss_Ratio
C1919-Q,P72422-G,Saanvi Karan,2024-07-08,Agriculture,Property,108987,108987,28340,389364,Ahmedabad,West,96,Light Rain,Crop Loss,Mobile App,37,Male,Rejected,13,No,0.28
C9344-N,P20971-S,Anika Ray,2024-05-13,Agriculture,Life,259071,259071,32860,451537,Mumbai,West,58,Heavy Rain,Crop Loss,Online,55,Other,Settled,5,No,0.57
C9645-A,P19100-R,Anay Dhaliwal,2024-11-04,Vehicle,Property,33117,33117,32191,181870,Mumbai,West,219,Moderate Rain,Crop Loss,Online,63,Other,Rejected,19,No,0.18
C1507-E,P47664-S,Riya Chauhan,2024-07-18,Property,Life,191868,191868,30343,309162,Hyderabad,South,292,Heavy Rain,Flood Damage,Online,25,Male,Pending,27,Yes,0.62
C2379-B,P84729-S,Ranbir Sabharwal,2024-05-13,Property,Health,300465,300465,16642,530702,Bangalore,South,237,Light Rain,Flood Damage,Mobile App,43,Other,Settled,9,No,0.57
C4923-J,P99315-U,Lagan Cheema,2024-01-27,Health,Vehicle,107378,107378,38620,374017,Hyderabad,South,166,Moderate Rain,House Damage,Online,20,Other,Settled,3,No,0.29
C1173-F,P40731-Z,Aarna Kumer,2024-08-24,Health,Health,37338,35947,17987,179225,Jaipur,North,272,Light Rain,House Damage,Mobile App,41,Female,Pending,20,Yes,0.21
C7052-A,P52064-S,Kiaan Devan,2024-09-25,Agriculture,Property,167160,156148,44745,413775,Hyderabad,South,161,Light Rain,Flood Damage,Mobile App,20,Female,Settled,28,No,0.4
C9000-Z,P52872-G,Darshit Kapoor,2024-01-06,Property,Vehicle,491788,491788,34108,749154,Pune,West,210,Light Rain,Crop Loss,Branch,35,Other,Rejected,7,No,0.66
C3150-M,P25839-P,Advik Sharaf,2024-06-11,Property,Health,425046,329578,36543,512782,Delhi,North,280,Flood,Road Accident,Agent,63,Female,Settled,13,No,0.83
C4505-J,P46222-S,Lagan Shere,2024-05-19,Property,Health,146061,146061,5416,286490,Ahmedabad,West,243,Light Rain,Road Accident,Online,41,Other,Settled,27,No,0.51
C5560-D,P74322-B,Ela Soni,2024-06-26,Property,Life,435747,435747,25653,488330,Delhi,North,247,Heavy Rain,Crop Loss,Branch,59,Male,Settled,20,No,0.89
C7230-R,P22631-S,Keya Dugar,2024-06-04,Health,Life,66232,66232,26490,296166,Delhi,North,251,Flood,Flood Damage,Online,70,Other,Settled,13,No,0.22
C5135-M,P59029-B,Vritika Keer,2024-02-29,Agriculture,Life,198096,198096,38454,287393,Delhi,North,175,Moderate Rain,Road Accident,Agent,33,Other,Settled,11,No,0.69
C4550-D,P27149-S,Gokul Yohannan,2024-01-17,Health,Vehicle,195804,102173,32797,373254,Pune,West,261,Heavy Rain,Crop Loss,Branch,46,Male,Settled,22,No,0.52
C2454-J,P55129-U,Jayesh Lall,2024-04-08,Vehicle,Health,54049,47384,15054,264168,Delhi,North,120,Light Rain,Road Accident,Agent,66,Other,Settled,26,No,0.2
C1892-P,P19746-U,Taran Sankar,2024-04-16,Health,Agriculture,85143,85143,21136,147693,Jaipur,North,122,Flood,Hospitalization,Online,42,Female,Pending,15,No,0.58
C6910-I,P29604-M,Aarush Chada,2024-12-12,Property,Vehicle,165972,165972,11964,352503,Delhi,North,134,Moderate Rain,Crop Loss,Mobile App,18,Other,Settled,28,No,0.47
C5105-P,P52623-B,Aayush Contractor,2024-08-09,Vehicle,Vehicle,93322,93322,21755,153932,Chennai,South,204,Moderate Rain,House Damage,Online,56,Male,Settled,11,Yes,0.61
C9697-P,P70417-I,Vritika Choudhury,2024-11-20,Property,Life,163776,163776,27980,311882,Ahmedabad,West,141,Heavy Rain,Hospitalization,Mobile App,67,Other,Settled,28,No,0.53
C7631-B,P60682-C,Lakshit Chakrabarti,2024-11-17,Health,Health,100826,100826,41356,242106,Kolkata,East,106,Moderate Rain,Flood Damage,Branch,31,Other,Settled,15,Yes,0.42
C2274-A,P98412-P,Nirvi Keer,2024-11-24,Agriculture,Vehicle,227604,227604,13436,484865,Jaipur,North,128,Moderate Rain,Crop Loss,Mobile App,64,Male,Settled,24,No,0.47
C8199-V,P60855-I,Sara Sathe,2024-03-05,Health,Property,151739,151739,10722,412198,Hyderabad,South,122,Light Rain,Hospitalization,Branch,70,Male,Pending,26,No,0.37
C9883-P,P22976-U,Vihaan Brar,2024-01-10,Vehicle,Life,64551,64551,33807,220544,Pune,West,223,Light Rain,Road Accident,Branch,51,Other,Pending,5,No,0.29
C9661-K,P67168-M,Taimur Jhaveri,2024-12-06,Agriculture,Vehicle,222554,222554,16829,411248,Kolkata,East,118,Heavy Rain,Road Accident,Agent,25,Male,Pending,23,No,0.54
C9589-O,P45084-A,Kiaan Choudhary,2024-01-19,Property,Life,365747,365747,6334,576831,Bangalore,South,274,Flood,Crop Loss,Online,40,Male,Pending,26,No,0.63
C8936-K,P14400-E,Umang Rao,2024-04-14,Property,Agriculture,150921,133945,24716,251502,Chennai,South,140,Heavy Rain,Flood Damage,Branch,64,Female,Settled,21,No,0.6
C3334-H,P16625-U,Hansh Chander,2024-09-17,Vehicle,Property,90919,90919,8133,215682,Jaipur,North,298,Flood,House Damage,Mobile App,64,Female,Rejected,22,No,0.42
C8199-G,P74132-T,Ojas Tank,2024-02-22,Health,Vehicle,76353,76353,19032,204221,Chennai,South,186,Moderate Rain,Hospitalization,Agent,63,Female,Pending,13,No,0.37
C7791-D,P83664-Q,Ojas Mammen,2024-12-22,Vehicle,Life,45274,45274,18915,206941,Jaipur,North,200,Light Rain,Flood Damage,Branch,29,Female,Settled,28,No,0.22
C1627-H,P85506-N,Mannat Kakar,2024-03-25,Property,Property,114642,114642,42647,214666,Pune,West,126,Heavy Rain,House Damage,Mobile App,66,Male,Settled,7,No,0.53
C5656-X,P38620-D,Shalv Bhat,2024-04-07,Property,Health,396150,396150,44603,664621,Delhi,North,250,Flood,Crop Loss,Agent,41,Male,Pending,24,No,0.6
C8894-K,P31808-W,Lavanya Shetty,2024-04-21,Agriculture,Vehicle,195173,195173,44585,295315,Pune,West,205,Heavy Rain,Road Accident,Mobile App,22,Female,Rejected,5,No,0.66
C6743-T,P87880-Q,Lagan Buch,2024-03-21,Health,Property,30002,30002,22332,171574,Bangalore,South,102,Moderate Rain,Crop Loss,Agent,53,Other,Settled,20,No,0.17
C2397-S,P85291-W,Tanya Dutt,2024-04-22,Health,Vehicle,177492,109299,29201,327753,Chennai,South,251,Moderate Rain,Crop Loss,Mobile App,34,Female,Settled,26,No,0.54
C2583-H,P84376-D,Keya Kumer,2024-07-17,Agriculture,Life,148861,148861,45139,318915,Kolkata,East,220,Flood,House Damage,Branch,27,Male,Settled,17,No,0.47
C4873-S,P14519-N,Divyansh Dugar,2024-11-05,Vehicle,Vehicle,116486,110408,23128,392759,Jaipur,North,154,Light Rain,Crop Loss,Agent,45,Other,Rejected,16,No,0.3
C8017-H,P28907-D,Jayesh Mangal,2024-03-21,Health,Vehicle,90692,90692,37045,269923,Bangalore,South,97,Heavy Rain,Hospitalization,Mobile App,54,Female,Pending,16,No,0.34
C8802-Z,P42652-J,Ranbir Hora,2024-11-06,Vehicle,Life,140056,140056,41239,267894,Jaipur,North,212,Light Rain,Crop Loss,Online,63,Other,Settled,13,No,0.52
C4628-I,P86196-J,Krish Bhakta,2024-03-09,Vehicle,Agriculture,40875,40875,29836,335908,Kolkata,East,219,Heavy Rain,Hospitalization,Online,19,Other,Pending,9,No,0.12
C8636-F,P79545-F,Jayan Choudhry,2024-10-27,Agriculture,Health,51318,51318,36168,253342,Chennai,South,101,Heavy Rain,Flood Damage,Mobile App,59,Male,Pending,10,No,0.2
C5600-S,P85925-R,Navya Sen,2024-04-18,Health,Health,76198,76198,14070,167285,Delhi,North,229,Moderate Rain,Hospitalization,Agent,53,Male,Settled,18,No,0.46
C7093-Z,P47273-M,Kimaya Dave,2024-02-03,Property,Life,442179,442179,33601,662358,Mumbai,West,54,Light Rain,Road Accident,Branch,25,Female,Settled,26,No,0.67
C1673-F,P90839-V,Baiju Chand,2024-04-06,Health,Vehicle,154048,154048,5672,269599,Kolkata,East,270,Light Rain,Road Accident,Mobile App,43,Other,Pending,21,No,0.57
C5411-E,P29186-R,Arhaan Walla,2024-09-14,Health,Property,28487,28487,31425,243810,Jaipur,North,223,Light Rain,Hospitalization,Agent,37,Female,Pending,24,No,0.12
C5773-S,P80807-D,Kaira Chana,2024-01-01,Health,Agriculture,144228,144228,32693,220870,Jaipur,North,60,Flood,Crop Loss,Agent,27,Female,Settled,30,No,0.65
C9616-X,P70001-K,Drishya Varkey,2024-01-15,Agriculture,Life,181527,181527,26170,286839,Pune,West,76,Heavy Rain,Flood Damage,Agent,25,Female,Pending,12,No,0.63
C3949-C,P90177-R,Saira Lal,2024-04-08,Vehicle,Agriculture,31028,17136,34934,282010,Mumbai,West,95,Light Rain,House Damage,Online,47,Male,Pending,29,No,0.11
C8718-C,P97407-J,Kismat Keer,2024-12-28,Agriculture,Life,170368,170368,37054,286972,Delhi,North,174,Heavy Rain,Crop Loss,Branch,52,Female,Pending,25,No,0.59
C2480-O,P83294-J,Samiha Kapadia,2024-09-08,Agriculture,Property,149082,149082,26406,277036,Pune,West,85,Light Rain,House Damage,Online,29,Other,Settled,29,No,0.54
C7227-B,P50591-U,Ranbir Srinivasan,2024-05-29,Agriculture,Health,190732,190732,29640,363723,Kolkata,East,259,Flood,House Damage,Mobile App,40,Other,Settled,6,No,0.52
C4889-C,P89543-L,Vanya Loyal,2024-01-25,Property,Health,317151,317151,44578,532235,Pune,West,281,Flood,Road Accident,Online,36,Male,Settled,29,No,0.6
C4713-L,P68052-O,Yasmin Borah,2024-02-17,Property,Health,116787,116787,6704,172223,Bangalore,South,75,Light Rain,Hospitalization,Mobile App,21,Other,Pending,30,No,0.68
C6512-T,P73669-D,Yuvraj  Gill,2024-03-06,Health,Vehicle,180320,157206,13363,250871,Hyderabad,South,292,Moderate Rain,Hospitalization,Mobile App,46,Male,Settled,13,Yes,0.72
C3351-H,P46228-T,Vanya Chaudhari,2024-10-17,Agriculture,Vehicle,186200,186200,33543,373439,Kolkata,East,139,Moderate Rain,Flood Damage,Online,19,Other,Pending,9,No,0.5
C1104-V,P82085-V,Sara Raman,2024-12-17,Health,Property,40877,40877,46264,100063,Kolkata,East,185,Moderate Rain,Hospitalization,Online,53,Other,Settled,3,No,0.41
C5439-D,P21018-W,Madhav Kothari,2024-05-02,Vehicle,Health,40950,40950,7025,258223,Delhi,North,298,Flood,Flood Damage,Mobile App,53,Other,Pending,24,No,0.16
C5310-Y,P50958-J,Shanaya Sule,2024-07-31,Health,Life,129914,129914,46488,346920,Mumbai,West,218,Moderate Rain,House Damage,Mobile App,58,Female,Pending,8,No,0.37
C4511-N,P23442-N,Sara Deshmukh,2024-02-19,Agriculture,Property,295452,295452,12991,524580,Ahmedabad,West,240,Light Rain,Crop Loss,Branch,36,Male,Pending,8,No,0.56
C6685-S,P46698-S,Hrishita Sur,2024-10-05,Agriculture,Life,281531,281531,49712,510354,Jaipur,North,294,Flood,Road Accident,Agent,45,Male,Pending,12,No,0.55
C4330-A,P20415-T,Piya Sharma,2024-01-03,Vehicle,Agriculture,130856,130856,10235,382990,Mumbai,West,184,Light Rain,Crop Loss,Branch,21,Other,Settled,21,No,0.34
C5220-P,P15440-W,Vivaan Walia,2024-09-03,Health,Agriculture,135801,135801,18854,204225,Hyderabad,South,259,Light Rain,Flood Damage,Branch,51,Other,Pending,21,Yes,0.66
C7630-M,P60234-Z,Alisha Dey,2024-09-09,Agriculture,Life,180767,180767,7092,372869,Delhi,North,231,Flood,Crop Loss,Agent,36,Female,Settled,4,No,0.48
C7159-E,P25687-D,Indrans Balay,2024-01-20,Vehicle,Vehicle,31828,31828,23761,255002,Delhi,North,56,Heavy Rain,Crop Loss,Online,36,Other,Pending,13,No,0.12
C1888-Z,P65200-Y,Jayesh Soni,2024-05-25,Agriculture,Property,182905,182905,40585,259162,Lucknow,North,156,Light Rain,Hospitalization,Branch,59,Male,Pending,11,No,0.71
C6348-L,P92304-P,Eshani Dave,2024-04-19,Property,Agriculture,172364,172364,7983,456385,Chennai,South,103,Flood,Crop Loss,Agent,66,Other,Settled,23,Yes,0.38
C6470-Q,P13189-Q,Pranay Maharaj,2024-11-03,Property,Agriculture,407816,407816,9916,603750,Kolkata,East,250,Heavy Rain,Road Accident,Branch,24,Male,Settled,7,Yes,0.68
C7585-Q,P42548-N,Hiran Korpal,2024-09-02,Property,Vehicle,311102,311102,42249,521711,Lucknow,North,300,Flood,House Damage,Branch,62,Other,Pending,10,No,0.6
C2869-I,P25752-P,Uthkarsh Rajan,2024-03-06,Property,Life,418444,418444,35356,538272,Chennai,South,161,Light Rain,Road Accident,Agent,42,Male,Settled,8,No,0.78
C1964-U,P57652-R,Mamooty Gole,2024-04-10,Property,Vehicle,184095,184095,19879,374742,Chennai,South,66,Flood,Road Accident,Branch,48,Female,Pending,28,No,0.49
C2505-F,P53153-T,Divij Yadav,2024-05-13,Vehicle,Life,143678,143678,42491,245225,Hyderabad,South,257,Flood,Hospitalization,Branch,57,Female,Pending,26,No,0.59
C2394-G,P35689-M,Jayan Dewan,2024-10-14,Vehicle,Property,106453,106453,13064,261963,Pune,West,56,Moderate Rain,Crop Loss,Online,43,Other,Settled,20,No,0.41
C9453-N,P17513-R,Tanya Ben,2024-06-19,Agriculture,Agriculture,195195,195195,8236,286885,Mumbai,West,218,Light Rain,Flood Damage,Online,39,Male,Settled,6,No,0.68
C2151-U,P22669-B,Ira Bhandari,2024-12-14,Health,Life,72411,72411,46682,251678,Jaipur,North,121,Light Rain,Road Accident,Branch,57,Female,Settled,27,No,0.29
C7964-E,P29406-G,Sara Shetty,2024-07-10,Property,Property,179592,102391,15062,468867,Delhi,North,239,Light Rain,House Damage,Branch,53,Female,Settled,12,No,0.38
C3008-R,P22165-V,Umang Gour,2024-12-07,Vehicle,Agriculture,43793,43793,39417,255701,Chennai,South,114,Heavy Rain,Flood Damage,Online,22,Other,Pending,17,No,0.17
C1008-K,P41403-C,Shray Bera,2024-04-01,Vehicle,Vehicle,32787,32787,27786,108651,Kolkata,East,61,Flood,Crop Loss,Mobile App,24,Other,Pending,15,No,0.3
C1558-X,P22716-G,Anahita Kara,2024-02-06,Health,Property,137419,137419,21491,431839,Pune,West,91,Light Rain,House Damage,Agent,67,Other,Settled,30,No,0.32
C4384-R,P80364-J,Dhanush Magar,2024-09-05,Vehicle,Health,113602,113602,5860,177432,Jaipur,North,91,Heavy Rain,House Damage,Agent,69,Male,Settled,30,No,0.64
C1951-A,P77520-L,Dhruv Varty,2024-10-16,Health,Health,104718,104718,13415,184097,Kolkata,East,174,Light Rain,Hospitalization,Online,59,Male,Pending,20,No,0.57
C2774-Q,P27293-Z,Hazel Taneja,2024-04-07,Agriculture,Health,107676,107676,14777,164130,Mumbai,West,114,Light Rain,Crop Loss,Mobile App,46,Other,Settled,10,No,0.66
C1387-D,P85799-T,Rania Ravel,2024-11-05,Health,Health,102981,102981,6681,374636,Lucknow,North,86,Moderate Rain,Flood Damage,Branch,58,Female,Settled,5,No,0.27
C8845-J,P64335-F,Pranay Soman,2024-09-15,Agriculture,Vehicle,132754,132754,30982,356983,Kolkata,East,65,Moderate Rain,Hospitalization,Online,36,Male,Settled,10,No,0.37
C2538-G,P84653-D,Shray Chowdhury,2024-11-14,Property,Health,376285,376285,39491,472347,Kolkata,East,103,Light Rain,Crop Loss,Branch,57,Male,Settled,12,No,0.8
C7996-M,P92904-W,Shaan Sodhi,2024-01-11,Health,Life,41622,41622,10667,265420,Mumbai,West,65,Heavy Rain,Crop Loss,Online,33,Other,Settled,25,No,0.16
C5907-C,P41280-M,Urvi Dalal,2024-07-03,Agriculture,Agriculture,179899,179899,5131,378597,Chennai,South,231,Moderate Rain,Hospitalization,Branch,25,Female,Settled,5,No,0.48
C6700-X,P33025-E,Vidur Bedi,2024-12-25,Vehicle,Property,96802,96802,35699,331427,Ahmedabad,West,152,Moderate Rain,Hospitalization,Mobile App,28,Other,Settled,15,No,0.29
C4410-S,P94841-K,Oorja Chaudhry,2024-01-29,Property,Life,173606,173606,20603,399883,Lucknow,North,73,Heavy Rain,Hospitalization,Agent,60,Female,Pending,4,No,0.43
C7931-E,P57332-L,Ishaan Sabharwal,2024-07-01,Health,Health,177316,148488,35435,474972,Bangalore,South,93,Heavy Rain,Road Accident,Online,29,Male,Settled,18,No,0.37
C7998-P,P86747-Q,Vihaan Tara,2024-06-06,Health,Health,76262,76262,13039,323576,Pune,West,141,Flood,Hospitalization,Agent,47,Other,Pending,18,No,0.24
C8511-T,P79193-H,Siya Ram,2024-03-20,Vehicle,Vehicle,40283,40283,12538,289509,Delhi,North,103,Moderate Rain,House Damage,Mobile App,37,Female,Rejected,24,No,0.14
C7750-X,P51644-I,Ishita Dave,2024-03-29,Property,Agriculture,100114,100114,48109,294834,Lucknow,North,133,Light Rain,House Damage,Mobile App,53,Other,Pending,3,No,0.34
C6089-Q,P18239-R,Vedika Sabharwal,2024-06-19,Health,Vehicle,195664,195664,22993,294756,Mumbai,West,214,Heavy Rain,Flood Damage,Agent,69,Female,Pending,17,No,0.66
C2233-X,P15755-C,Shanaya Hayre,2024-09-27,Health,Health,132202,132202,30261,277000,Mumbai,West,242,Light Rain,Hospitalization,Branch,37,Male,Rejected,11,No,0.48
C5434-C,P83229-X,Ranbir Khalsa,2024-08-04,Vehicle,Vehicle,102823,102823,44907,214786,Chennai,South,252,Heavy Rain,Road Accident,Branch,30,Other,Settled,26,No,0.48
C1734-J,P56770-L,Saksham Sharma,2024-08-27,Property,Property,101649,101649,6620,388294,Jaipur,North,160,Heavy Rain,Road Accident,Agent,33,Other,Settled,21,No,0.26
C2690-K,P74428-V,Renee Chana,2024-05-20,Vehicle,Health,58712,58712,45307,248188,Chennai,South,271,Flood,Flood Damage,Mobile App,20,Other,Rejected,4,No,0.24
C8220-C,P79319-N,Raunak Sekhon,2024-06-17,Vehicle,Health,99365,99365,9625,195414,Kolkata,East,231,Light Rain,Crop Loss,Branch,50,Male,Pending,4,No,0.51
C3259-P,P15714-G,Kabir Ghosh,2024-03-04,Agriculture,Life,150805,150805,48837,352737,Delhi,North,87,Light Rain,House Damage,Online,63,Female,Pending,14,No,0.43
C8909-C,P86803-M,Nirvi Batra,2024-06-10,Property,Agriculture,329587,329587,27380,545463,Chennai,South,138,Flood,Crop Loss,Mobile App,66,Female,Settled,20,No,0.6
C7577-H,P96318-S,Zara Kale,2024-08-02,Vehicle,Agriculture,100815,100815,25900,203593,Bangalore,South,56,Light Rain,Road Accident,Branch,61,Male,Settled,14,Yes,0.5
C2366-O,P56695-R,Madhup Basu,2024-04-15,Health,Property,41512,33636,43538,172210,Mumbai,West,247,Light Rain,Crop Loss,Online,57,Female,Settled,5,No,0.24
C7606-W,P36066-X,Zoya Kulkarni,2024-10-24,Property,Property,446515,446515,22832,629771,Jaipur,North,286,Flood,Flood Damage,Branch,68,Female,Rejected,29,No,0.71
C9057-C,P56090-X,Aniruddh Lanka,2024-03-17,Property,Vehicle,426181,426181,43406,636554,Lucknow,North,198,Heavy Rain,Flood Damage,Mobile App,49,Other,Settled,30,No,0.67
C5217-L,P72140-C,Hrishita Arya,2024-01-29,Agriculture,Health,289292,289292,34371,537186,Mumbai,West,197,Flood,House Damage,Online,19,Male,Pending,20,No,0.54
C5309-Z,P79942-Y,Jayant Date,2024-09-10,Health,Agriculture,68976,68976,34385,298374,Mumbai,West,69,Heavy Rain,Crop Loss,Mobile App,46,Other,Settled,30,No,0.23
C8892-G,P23583-L,Adira Iyengar,2024-04-30,Vehicle,Vehicle,123842,123842,43878,305923,Ahmedabad,West,69,Heavy Rain,Hospitalization,Online,57,Other,Settled,14,No,0.4
C1265-O,P85726-Y,Vivaan Sampath,2024-04-23,Agriculture,Health,256842,256842,39200,415819,Hyderabad,South,261,Moderate Rain,Road Accident,Online,43,Female,Settled,3,No,0.62
C8966-P,P71329-I,Taran Bora,2024-10-30,Health,Vehicle,191692,191692,39545,299882,Ahmedabad,West,74,Moderate Rain,Hospitalization,Branch,40,Other,Settled,5,No,0.64
C4393-J,P36587-C,Lavanya Bera,2024-04-26,Vehicle,Property,37743,37743,15404,223271,Mumbai,West,81,Heavy Rain,Flood Damage,Agent,32,Male,Pending,13,No,0.17
C1635-X,P30643-N,Nirvaan Tella,2024-08-11,Agriculture,Vehicle,273175,273175,29825,401368,Jaipur,North,114,Heavy Rain,Hospitalization,Mobile App,70,Female,Pending,15,No,0.68
C3589-V,P91221-R,Tiya Ramachandran,2024-10-21,Health,Vehicle,136142,88744,40823,200576,Mumbai,West,155,Flood,Crop Loss,Mobile App,47,Male,Settled,18,No,0.68
C7394-S,P62837-E,Amani Vyas,2024-02-27,Health,Property,60823,60823,11305,321608,Chennai,South,291,Moderate Rain,Flood Damage,Online,56,Male,Pending,3,No,0.19
C5100-C,P46299-K,Mannat Brahmbhatt,2024-04-21,Property,Vehicle,246371,194324,11516,475040,Bangalore,South,300,Heavy Rain,Road Accident,Agent,24,Other,Settled,29,No,0.52
C8991-Y,P17199-R,Miraan Chaudhary,2024-04-07,Health,Agriculture,75947,38590,42009,252260,Ahmedabad,West,268,Light Rain,Crop Loss,Online,56,Female,Settled,25,No,0.3
C3248-X,P59845-W,Riya Badami,2024-03-26,Property,Health,107843,107843,34386,331316,Kolkata,East,89,Moderate Rain,Hospitalization,Mobile App,53,Female,Pending,16,No,0.33
C9285-X,P87570-U,Abram Walia,2024-03-13,Property,Life,459791,459791,38109,533130,Bangalore,South,257,Heavy Rain,House Damage,Online,18,Female,Pending,3,No,0.86
C4873-F,P85524-B,Reyansh Dhingra,2024-05-10,Property,Health,329179,329179,45995,605629,Pune,West,223,Moderate Rain,Crop Loss,Agent,40,Male,Settled,23,No,0.54
C4494-U,P69093-R,Rohan Krishna,2024-10-24,Health,Health,67054,67054,31836,258219,Bangalore,South,300,Heavy Rain,House Damage,Branch,41,Female,Settled,28,No,0.26
C8295-W,P86888-D,Kimaya Grewal,2024-12-22,Property,Life,325293,325293,7033,400462,Ahmedabad,West,228,Light Rain,Flood Damage,Agent,39,Other,Rejected,24,No,0.81
C2113-H,P81300-Y,Amani Andra,2024-09-08,Vehicle,Property,38771,38771,34101,277651,Chennai,South,126,Moderate Rain,Hospitalization,Branch,63,Other,Settled,8,No,0.14
C4106-J,P21522-C,Farhan Sengupta,2024-01-06,Agriculture,Health,209915,209915,13286,489720,Hyderabad,South,65,Heavy Rain,Hospitalization,Branch,49,Other,Settled,7,No,0.43
C3933-L,P85499-M,Samarth Mall,2024-04-23,Health,Health,188391,188391,8117,320748,Chennai,South,178,Light Rain,Road Accident,Branch,48,Male,Settled,6,No,0.59
C5971-C,P90985-S,Oorja Sehgal,2024-10-07,Property,Vehicle,257370,257370,9760,336700,Bangalore,South,67,Light Rain,Hospitalization,Branch,61,Other,Settled,11,No,0.76
C9232-M,P18272-Z,Saksham Mane,2024-03-20,Agriculture,Life,295629,295629,6644,422346,Ahmedabad,West,75,Flood,House Damage,Mobile App,28,Other,Settled,15,No,0.7
C4726-H,P57143-Z,Piya Aggarwal,2024-01-20,Vehicle,Vehicle,34495,34495,10444,218762,Ahmedabad,West,162,Heavy Rain,Hospitalization,Mobile App,34,Female,Settled,25,No,0.16
C5647-U,P16533-O,Gatik Master,2024-07-03,Property,Life,332584,332584,29055,525669,Jaipur,North,72,Heavy Rain,Crop Loss,Branch,51,Female,Rejected,6,No,0.63
C2987-C,P70637-I,Rhea Dey,2024-01-29,Agriculture,Agriculture,132014,132014,25406,375709,Mumbai,West,94,Heavy Rain,Crop Loss,Online,58,Male,Settled,28,No,0.35
C4871-A,P12575-K,Madhav Gala,2024-11-26,Health,Health,52463,52463,23804,213134,Mumbai,West,279,Moderate Rain,Hospitalization,Online,35,Female,Settled,23,No,0.25
C7314-H,P82222-D,Nayantara Mallick,2024-09-26,Agriculture,Life,246793,246793,28256,351621,Kolkata,East,147,Moderate Rain,Hospitalization,Online,63,Female,Settled,15,No,0.7
C7954-E,P60228-R,Ira Singhal,2024-09-27,Health,Health,28072,28072,32073,162976,Kolkata,East,66,Flood,Hospitalization,Agent,31,Other,Settled,11,No,0.17
C3690-N,P97468-N,Aarav Suresh,2024-12-12,Property,Property,300268,300268,31430,489115,Hyderabad,South,190,Flood,Hospitalization,Agent,29,Male,Pending,27,No,0.61
